Date 14/06/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,41.91,63,,
Unit:(Rs./Kg.),Wheat,31.18,53,,
,Atta (Wheat),36.89,70,,
,Gram Dal,85.83,140,,
,Tur/Arhar Dal,122.89,183,,
,Urad Dal,115.87,157,,
,Moong Dal,110.83,140,,
,Masoor Dal,87.73,130,,
,Sugar,46.08,60,,
,Milk @,59.5,83,,
,Groundnut Oil (Packed),186.73,254,,
,Mustard Oil (Packed),171.71,242,,
,Vanaspati (Packed),155.22,231,,
,Soya Oil (Packed),146.85,189,,
,Sunflower Oil (Packed),160.2,239,,
,Palm Oil (Packed),131.73,182,,
,Gur,55.02,140,,
,Tea Loose,270.46,600,,
,Salt Pack (Iodised),21.58,32,,
,Potato,24.7,60,,
,Onion,26.44,73,,
,Tomato,32.5,107,,
