Date 26/07/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.32,63,,
Unit:(Rs./Kg.),Wheat,31.33,55,,
,Atta (Wheat),36.75,70,,
,Gram Dal,86.38,140,,
,Tur/Arhar Dal,118.72,183,,
,Urad Dal,114.52,157,,
,Moong Dal,110.76,144,,
,Masoor Dal,88.14,130,,
,Sugar,45.9,60,,
,Milk @,59.39,83,,
,Groundnut Oil (Packed),185.7,254,,
,Mustard Oil (Packed),183.01,253,,
,Vanaspati (Packed),156.91,231,,
,Soya Oil (Packed),147.29,198,,
,Sunflower Oil (Packed),161.29,253,,
,Palm Oil (Packed),130.61,177,,
,Gur,55.69,120,,
,Tea Loose,269.88,600,,
,Salt Pack (Iodised),21.27,33,,
,Potato,25.61,60,,
,Onion,27.87,60,,
,Tomato,44.16,107,,
