,Date 03/05/2026
Rice,42.1
Wheat,30.96
Atta (Wheat),36.96
Gram Dal,83.47
Tur/Arhar Dal,120.61
Urad Dal,117.33
Moong Dal,110.17
Masoor Dal,88.14
Sugar,45.92
Milk @,58.68
Groundnut Oil (Packed),201.12
Mustard Oil (Packed),188.45
Vanaspati (Packed),158.6
Soya Oil (Packed),159.12
Sunflower Oil (Packed),184.86
Palm Oil (Packed),144.68
Gur,55.98
Tea Loose,263.06
Salt Pack (Iodised),21.88
Potato,19.46
Onion,23.58
Tomato,32.92
Bajra (whole),37.3
Jowar (whole),42.99
Maida (wheat),40.71
Ragi (whole),54.91
Suji (whole),44.49
Besan,94.45
Desi Ghee,682.15
Butter (Pasteurised),58.62
Eggs,77.41
Brinjal,37.83
Black Pepper (whole),86.61
Coriander (whole),37.26
Cummin Seed (whole),39.85
Red Chillies (whole),28.3
Turmeric (powder),16.09
Banana,46.48
Ginger,24.73
Garlic,34.5
