,Date 10/05/2026
Rice,42.09
Wheat,31.12
Atta (Wheat),36.97
Gram Dal,83.28
Tur/Arhar Dal,120.98
Urad Dal,117.71
Moong Dal,110.45
Masoor Dal,88.17
Sugar,46.09
Milk @,59.06
Groundnut Oil (Packed),201.91
Mustard Oil (Packed),187.82
Vanaspati (Packed),159.35
Soya Oil (Packed),159.76
Sunflower Oil (Packed),185.64
Palm Oil (Packed),145.21
Gur,56.62
Tea Loose,264.09
Salt Pack (Iodised),22.1
Potato,19.53
Onion,23.99
Tomato,32.92
Bajra (whole),37.88
Jowar (whole),43.63
Maida (wheat),40.83
Ragi (whole),55.14
Suji (whole),44.83
Besan,95.19
Desi Ghee,683.83
Butter (Pasteurised),58.9
Eggs,77.49
Brinjal,37.8
Black Pepper (whole),86.85
Coriander (whole),37.93
Cummin Seed (whole),40.16
Red Chillies (whole),28.59
Turmeric (powder),16.04
Banana,46.86
Ginger,25.73
Garlic,35.26
