Date 01/05/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.02,62,,
Unit:(Rs./Kg.),Wheat,31.22,52,,
,Atta (Wheat),37.1,71,,
,Gram Dal,86.5,140,,
,Tur/Arhar Dal,127.3,185,,
,Urad Dal,117.61,155,,
,Moong Dal,111.37,150,,
,Masoor Dal,87.62,130,,
,Sugar,45.71,60,,
,Milk @,59.38,80,,
,Groundnut Oil (Packed),188.26,279,,
,Mustard Oil (Packed),170.48,242,,
,Vanaspati (Packed),153.19,214,,
,Soya Oil (Packed),146.68,192,,
,Sunflower Oil (Packed),159.9,211,,
,Palm Oil (Packed),136.48,189,,
,Gur,54.59,120,,
,Tea Loose,271.33,527,,
,Salt Pack (Iodised),21.41,31,,
,Potato,23.39,60,,
,Onion,28.23,67,,
,Tomato,22.14,100,,
