Date 11/01/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.53,65,,
Unit:(Rs./Kg.),Wheat,32.66,57,,
,Atta (Wheat),37.86,71,,
,Gram Dal,92.26,140,,
,Tur/Arhar Dal,153.35,183,,
,Urad Dal,123,160,,
,Moong Dal,113.05,150,,
,Masoor Dal,88.87,130,,
,Sugar,44.83,60,,
,Milk @,59.08,85,,
,Groundnut Oil (Packed),193.57,290,,
,Mustard Oil (Packed),169.38,221,,
,Vanaspati (Packed),147.78,211,,
,Soya Oil (Packed),143.6,194,,
,Sunflower Oil (Packed),154.36,209,,
,Palm Oil (Packed),135.21,165,,
,Gur,54.3,130,,
,Tea Loose,270.93,520,,
,Salt Pack (Iodised),22.13,31,,
,Potato,31.18,70,,
,Onion,40.05,80,,
,Tomato,31.5,100,,
