Date 27/10/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,43.39,64,,
Unit:(Rs./Kg.),Wheat,31.93,54,,
,Atta (Wheat),37.27,71,,
,Gram Dal,87.01,140,,
,Tur/Arhar Dal,115.61,182,,
,Urad Dal,114.03,170,,
,Moong Dal,110.76,150,,
,Masoor Dal,89.66,130,,
,Sugar,46.56,60,,
,Milk @,59.28,85,,
,Groundnut Oil (Packed),187.56,286,,
,Mustard Oil (Packed),187.95,257,,
,Vanaspati (Packed),156.65,231,,
,Soya Oil (Packed),146.45,198,,
,Sunflower Oil (Packed),163.69,231,,
,Palm Oil (Packed),132.83,187,,
,Gur,57.81,130,,
,Tea Loose,272.62,600,,
,Salt Pack (Iodised),21.3,35,,
,Potato,26.68,60,,
,Onion,26.89,60,,
,Tomato,39.4,120,,
