,Date 13/07/2026
Rice,44.43
Broken Rice,33.05
Wheat,31.24
Atta (Wheat),37.02
Gram Dal,85.95
Tur/Arhar Dal,122.92
Urad Dal,119.7
Moong Dal,111.49
Masoor Dal,90.24
Sugar,47.53
Milk @,60.75
Groundnut Oil (Packed),205.62
Mustard Oil (Packed),193.96
Vanaspati (Packed),164.47
Soya Oil (Packed),163.34
Sunflower Oil (Packed),188.79
Palm Oil (Packed),147.59
Gur,59.19
Tea Loose,275.51
Salt Pack (Iodised),21.91
Potato,22.7
Onion,33.68
Tomato,41.84
Bajra (whole),38.2
Jowar (whole),44.44
Maida (wheat),42.1
Ragi (whole),54.99
Suji (whole),47.17
Besan,96.01
Desi Ghee,691.68
Butter (Pasteurised),59.6
Eggs,84.46
Brinjal,42.22
Black Pepper (whole),88.35
Coriander (whole),41.14
Cummin Seed (whole),41.19
Red Chillies (whole),29.43
Turmeric (powder),16.53
Banana,49.82
Ginger,36.41
Garlic,42.19
