Date 13/08/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.87,64,,
Unit:(Rs./Kg.),Wheat,31.51,54,,
,Atta (Wheat),36.76,70,,
,Gram Dal,87.13,140,,
,Tur/Arhar Dal,118.11,183,,
,Urad Dal,114.4,170,,
,Moong Dal,110.43,148,,
,Masoor Dal,89.26,140,,
,Sugar,46.2,60,,
,Milk @,59.09,85,,
,Groundnut Oil (Packed),188.37,254,,
,Mustard Oil (Packed),186.69,249,,
,Vanaspati (Packed),156.49,231,,
,Soya Oil (Packed),147.03,190,,
,Sunflower Oil (Packed),160.92,253,,
,Palm Oil (Packed),130.46,177,,
,Gur,56.31,130,,
,Tea Loose,271.25,520,,
,Salt Pack (Iodised),21.42,33,,
,Potato,25.69,60,,
,Onion,28.11,60,,
,Tomato,53.26,127,,
