,Date 11/08/2026
Rice,45.6
Broken Rice,33.3
Wheat,31.45
Atta (Wheat),37.26
Gram Dal,86.99
Tur/Arhar Dal,123.69
Urad Dal,121.82
Moong Dal,112.01
Masoor Dal,90.37
Sugar,50.73
Milk @,60.8
Groundnut Oil (Packed),206.39
Mustard Oil (Packed),197.64
Vanaspati (Packed),166.04
Soya Oil (Packed),164.65
Sunflower Oil (Packed),190.35
Palm Oil (Packed),148.47
Gur,60.49
Tea Loose,277.17
Salt Pack (Iodised),22.24
Potato,23.0
Onion,35.99
Tomato,38.12
Bajra (whole),38.53
Jowar (whole),44.6
Maida (wheat),42.5
Ragi (whole),55.22
Suji (whole),47.43
Besan,96.2
Desi Ghee,695.62
Butter (Pasteurised),60.11
Eggs,85.23
Brinjal,43.35
Black Pepper (whole),88.43
Coriander (whole),42.16
Cummin Seed (whole),41.24
Red Chillies (whole),30.08
Turmeric (powder),16.7
Banana,50.31
Ginger,37.25
Garlic,43.83
