Date 09/06/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.62,64,,
Unit:(Rs./Kg.),Wheat,31.11,55,,
,Atta (Wheat),36.67,71,,
,Gram Dal,86.55,140,,
,Tur/Arhar Dal,124.08,185,,
,Urad Dal,116.23,157,,
,Moong Dal,111.41,148,,
,Masoor Dal,88.2,130,,
,Sugar,45.92,60,,
,Milk @,59.28,83,,
,Groundnut Oil (Packed),188.36,279,,
,Mustard Oil (Packed),171.16,242,,
,Vanaspati (Packed),155.32,231,,
,Soya Oil (Packed),146.71,189,,
,Sunflower Oil (Packed),160.81,231,,
,Palm Oil (Packed),132.64,177,,
,Gur,55.13,150,,
,Tea Loose,272.3,600,,
,Salt Pack (Iodised),21.27,32,,
,Potato,25.05,60,,
,Onion,26.32,65,,
,Tomato,28.8,100,,
