Date 20/12/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.66,62,,
Unit:(Rs./Kg.),Wheat,31.71,54,,
,Atta (Wheat),37.11,71,,
,Gram Dal,85.72,131,,
,Tur/Arhar Dal,114.21,175,,
,Urad Dal,113.19,152,,
,Moong Dal,109.97,142,,
,Masoor Dal,88.82,142,,
,Sugar,46.55,60,,
,Milk @,59.4,85,,
,Groundnut Oil (Packed),186.61,286,,
,Mustard Oil (Packed),186.34,257,,
,Vanaspati (Packed),155.88,231,,
,Soya Oil (Packed),146.29,194,,
,Sunflower Oil (Packed),165.63,231,,
,Palm Oil (Packed),132.98,173,,
,Gur,57.09,137,,
,Tea Loose,268.61,560,,
,Salt Pack (Iodised),21.28,36,,
,Potato,25.33,56,,
,Onion,28.69,60,,
,Tomato,49.96,120,,
