Date 28/06/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.36,63,,
Unit:(Rs./Kg.),Wheat,31.2,55,,
,Atta (Wheat),36.7,71,,
,Gram Dal,86.12,140,,
,Tur/Arhar Dal,121.81,185,,
,Urad Dal,115.93,157,,
,Moong Dal,111.19,145,,
,Masoor Dal,88.06,130,,
,Sugar,46.03,60,,
,Milk @,59.31,82,,
,Groundnut Oil (Packed),186.69,279,,
,Mustard Oil (Packed),173.24,242,,
,Vanaspati (Packed),156.41,220,,
,Soya Oil (Packed),146.6,187,,
,Sunflower Oil (Packed),160.85,209,,
,Palm Oil (Packed),131.66,182,,
,Gur,55.77,150,,
,Tea Loose,268.57,600,,
,Salt Pack (Iodised),21.37,32,,
,Potato,25.43,60,,
,Onion,27.62,83,,
,Tomato,36.23,120,,
