,Date 23/07/2026
Rice,44.81
Broken Rice,32.9
Wheat,31.19
Atta (Wheat),37.03
Gram Dal,86.14
Tur/Arhar Dal,123.07
Urad Dal,120.86
Moong Dal,111.81
Masoor Dal,90.3
Sugar,48.62
Milk @,60.78
Groundnut Oil (Packed),206.36
Mustard Oil (Packed),195.99
Vanaspati (Packed),165.13
Soya Oil (Packed),164.16
Sunflower Oil (Packed),188.96
Palm Oil (Packed),148.0
Gur,59.41
Tea Loose,276.12
Salt Pack (Iodised),22.13
Potato,22.9
Onion,34.91
Tomato,40.56
Bajra (whole),38.16
Jowar (whole),44.48
Maida (wheat),42.08
Ragi (whole),55.37
Suji (whole),47.09
Besan,96.07
Desi Ghee,692.97
Butter (Pasteurised),59.7
Eggs,86.8
Brinjal,43.25
Black Pepper (whole),88.08
Coriander (whole),41.29
Cummin Seed (whole),40.9
Red Chillies (whole),29.54
Turmeric (powder),16.62
Banana,50.1
Ginger,37.26
Garlic,43.1
