Date 10/07/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.82,63,,
Unit:(Rs./Kg.),Wheat,31.23,55,,
,Atta (Wheat),36.64,70,,
,Gram Dal,86.06,140,,
,Tur/Arhar Dal,120.82,183,,
,Urad Dal,115.43,170,,
,Moong Dal,110.9,148,,
,Masoor Dal,88.26,130,,
,Sugar,45.92,60,,
,Milk @,59.12,82,,
,Groundnut Oil (Packed),188.03,273,,
,Mustard Oil (Packed),176.23,242,,
,Vanaspati (Packed),157.02,231,,
,Soya Oil (Packed),146.65,242,,
,Sunflower Oil (Packed),160.44,231,,
,Palm Oil (Packed),130.33,177,,
,Gur,55.9,133,,
,Tea Loose,270.97,600,,
,Salt Pack (Iodised),21.38,32,,
,Potato,25.79,60,,
,Onion,28.39,75,,
,Tomato,40.83,120,,
