Date 28/10/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,43.45,64,,
Unit:(Rs./Kg.),Wheat,31.9,54,,
,Atta (Wheat),37.34,71,,
,Gram Dal,87.1,140,,
,Tur/Arhar Dal,115.98,182,,
,Urad Dal,113.91,170,,
,Moong Dal,110.81,150,,
,Masoor Dal,89.68,130,,
,Sugar,46.61,60,,
,Milk @,59.31,85,,
,Groundnut Oil (Packed),187.8,279,,
,Mustard Oil (Packed),188.49,257,,
,Vanaspati (Packed),156.54,231,,
,Soya Oil (Packed),146.83,198,,
,Sunflower Oil (Packed),163.9,231,,
,Palm Oil (Packed),133.11,187,,
,Gur,57.6,130,,
,Tea Loose,273.19,600,,
,Salt Pack (Iodised),21.51,35,,
,Potato,26.75,60,,
,Onion,26.93,60,,
,Tomato,39.49,120,,
