Date 24/05/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.23,63,,
Unit:(Rs./Kg.),Wheat,31.24,55,,
,Atta (Wheat),36.81,71,,
,Gram Dal,86.39,140,,
,Tur/Arhar Dal,124.58,185,,
,Urad Dal,117.09,157,,
,Moong Dal,111.4,148,,
,Masoor Dal,87.91,130,,
,Sugar,45.95,62,,
,Milk @,59.33,80,,
,Groundnut Oil (Packed),186.88,279,,
,Mustard Oil (Packed),170.07,242,,
,Vanaspati (Packed),155.25,231,,
,Soya Oil (Packed),147.11,191,,
,Sunflower Oil (Packed),161.71,231,,
,Palm Oil (Packed),135.1,182,,
,Gur,54.8,132,,
,Tea Loose,268.27,600,,
,Salt Pack (Iodised),21.5,31,,
,Potato,24.32,60,,
,Onion,26.05,62,,
,Tomato,24.38,100,,
