Date 06/09/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.14,63,,
Unit:(Rs./Kg.),Wheat,31.72,54,,
,Atta (Wheat),37.07,69,,
,Gram Dal,86.16,140,,
,Tur/Arhar Dal,114.77,182,,
,Urad Dal,113.32,157,,
,Moong Dal,109.52,140,,
,Masoor Dal,88.36,130,,
,Sugar,46.32,60,,
,Milk @,59.35,85,,
,Groundnut Oil (Packed),184.8,254,,
,Mustard Oil (Packed),188.39,260,,
,Vanaspati (Packed),154.85,231,,
,Soya Oil (Packed),147.27,196,,
,Sunflower Oil (Packed),161.1,253,,
,Palm Oil (Packed),130.7,190,,
,Gur,55.95,130,,
,Tea Loose,270.48,520,,
,Salt Pack (Iodised),21.47,33,,
,Potato,24.59,52,,
,Onion,27.8,60,,
,Tomato,45.88,120,,
