,Date 06/06/2026
Rice,42.93
Wheat,30.94
Atta (Wheat),36.94
Gram Dal,85.18
Tur/Arhar Dal,122.31
Urad Dal,118.32
Moong Dal,111.3
Masoor Dal,89.44
Sugar,46.92
Milk @,60.55
Groundnut Oil (Packed),201.27
Mustard Oil (Packed),191.26
Vanaspati (Packed),162.61
Soya Oil (Packed),161.39
Sunflower Oil (Packed),186.7
Palm Oil (Packed),146.4
Gur,58.28
Tea Loose,270.37
Salt Pack (Iodised),21.57
Potato,21.49
Onion,26.28
Tomato,37.64
Bajra (whole),38.57
Jowar (whole),44.75
Maida (wheat),41.81
Ragi (whole),54.75
Suji (whole),46.46
Besan,95.89
Desi Ghee,691.28
Butter (Pasteurised),59.16
Eggs,79.44
Brinjal,40.84
Black Pepper (whole),87.35
Coriander (whole),39.22
Cummin Seed (whole),41.14
Red Chillies (whole),28.96
Turmeric (powder),16.36
Banana,49.27
Ginger,28.77
Garlic,38.0
