Date 24/12/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,43.14,64,,
Unit:(Rs./Kg.),Wheat,31.68,54,,
,Atta (Wheat),37.14,71,,
,Gram Dal,86.24,140,,
,Tur/Arhar Dal,115.75,190,,
,Urad Dal,113.64,152,,
,Moong Dal,110.28,148,,
,Masoor Dal,89.71,142,,
,Sugar,46.5,60,,
,Milk @,58.93,85,,
,Groundnut Oil (Packed),188.5,264,,
,Mustard Oil (Packed),186.37,257,,
,Vanaspati (Packed),156.12,230,,
,Soya Oil (Packed),146.52,198,,
,Sunflower Oil (Packed),165.81,242,,
,Palm Oil (Packed),133.1,187,,
,Gur,56.89,128,,
,Tea Loose,271.52,650,,
,Salt Pack (Iodised),21.52,36,,
,Potato,25.36,53,,
,Onion,28.84,60,,
,Tomato,50.9,120,,
