Date 18/08/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.94,63,,
Unit:(Rs./Kg.),Wheat,31.56,54,,
,Atta (Wheat),36.89,71,,
,Gram Dal,87.51,140,,
,Tur/Arhar Dal,118.22,183,,
,Urad Dal,114.8,170,,
,Moong Dal,110.63,148,,
,Masoor Dal,89.44,140,,
,Sugar,46.34,63,,
,Milk @,59.01,85,,
,Groundnut Oil (Packed),188.75,279,,
,Mustard Oil (Packed),187.35,249,,
,Vanaspati (Packed),156.59,231,,
,Soya Oil (Packed),147.26,198,,
,Sunflower Oil (Packed),161.07,253,,
,Palm Oil (Packed),131.19,177,,
,Gur,56.64,128,,
,Tea Loose,272.68,600,,
,Salt Pack (Iodised),21.34,33,,
,Potato,25.75,60,,
,Onion,28.6,60,,
,Tomato,54.26,120,,
