Date 15/05/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.6,65,,
Unit:(Rs./Kg.),Wheat,31.23,55,,
,Atta (Wheat),36.74,71,,
,Gram Dal,86.61,140,,
,Tur/Arhar Dal,126.67,190,,
,Urad Dal,117.6,155,,
,Moong Dal,111.58,150,,
,Masoor Dal,88.2,130,,
,Sugar,45.85,62,,
,Milk @,58.93,82,,
,Groundnut Oil (Packed),188.82,279,,
,Mustard Oil (Packed),169.29,234,,
,Vanaspati (Packed),154.33,220,,
,Soya Oil (Packed),146.85,196,,
,Sunflower Oil (Packed),160.89,209,,
,Palm Oil (Packed),135.09,182,,
,Gur,54.67,120,,
,Tea Loose,269.57,520,,
,Salt Pack (Iodised),21.3,31,,
,Potato,24.33,60,,
,Onion,26.99,60,,
,Tomato,23.02,100,,
