Date 05/02/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,43.1,67,,
Unit:(Rs./Kg.),Wheat,32.89,57,,
,Atta (Wheat),37.92,71,,
,Gram Dal,91.18,140,,
,Tur/Arhar Dal,144.85,187,,
,Urad Dal,122.29,165,,
,Moong Dal,113.36,150,,
,Masoor Dal,89.09,130,,
,Sugar,44.95,60,,
,Milk @,58.34,82,,
,Groundnut Oil (Packed),192.81,279,,
,Mustard Oil (Packed),168.52,228,,
,Vanaspati (Packed),148.74,211,,
,Soya Oil (Packed),144.45,202,,
,Sunflower Oil (Packed),154.45,211,,
,Palm Oil (Packed),135.36,176,,
,Gur,54.43,130,,
,Tea Loose,271.9,520,,
,Salt Pack (Iodised),21.58,31,,
,Potato,26.86,65,,
,Onion,36.24,80,,
,Tomato,24.38,100,,
