Date 14/12/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.04,63,,
Unit:(Rs./Kg.),Wheat,31.95,54,,
,Atta (Wheat),37.42,71,,
,Gram Dal,84.91,122,,
,Tur/Arhar Dal,113.33,160,,
,Urad Dal,113.3,152,,
,Moong Dal,109.11,140,,
,Masoor Dal,88.17,142,,
,Sugar,46.19,60,,
,Milk @,58.51,85,,
,Groundnut Oil (Packed),187.38,286,,
,Mustard Oil (Packed),186.45,257,,
,Vanaspati (Packed),154.7,231,,
,Soya Oil (Packed),146.48,191,,
,Sunflower Oil (Packed),165.69,231,,
,Palm Oil (Packed),133.17,173,,
,Gur,56.45,137,,
,Tea Loose,265.97,560,,
,Salt Pack (Iodised),21.79,36,,
,Potato,24.9,51,,
,Onion,25.71,60,,
,Tomato,45.95,120,,
