Date 08/06/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,41.59,63,,
Unit:(Rs./Kg.),Wheat,31.18,53,,
,Atta (Wheat),36.68,68,,
,Gram Dal,84.33,107,,
,Tur/Arhar Dal,121.13,162,,
,Urad Dal,115.51,157,,
,Moong Dal,110.15,150,,
,Masoor Dal,86.77,118,,
,Sugar,45.63,60,,
,Milk @,58.41,83,,
,Groundnut Oil (Packed),187.26,254,,
,Mustard Oil (Packed),170.66,242,,
,Vanaspati (Packed),154.72,231,,
,Soya Oil (Packed),148.02,187,,
,Sunflower Oil (Packed),160.99,231,,
,Palm Oil (Packed),133.59,182,,
,Gur,54.07,150,,
,Tea Loose,261.2,520,,
,Salt Pack (Iodised),21.33,32,,
,Potato,24.24,51,,
,Onion,24.53,60,,
,Tomato,26.21,100,,
