Date 19/03/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,43.07,66,,
Unit:(Rs./Kg.),Wheat,32.55,55,,
,Atta (Wheat),37.96,71,,
,Gram Dal,88.91,140,,
,Tur/Arhar Dal,134.63,182,,
,Urad Dal,120.21,156,,
,Moong Dal,112.7,150,,
,Masoor Dal,88.75,130,,
,Sugar,45.62,60,,
,Milk @,58.28,80,,
,Groundnut Oil (Packed),192.37,279,,
,Mustard Oil (Packed),169.07,229,,
,Vanaspati (Packed),152.07,209,,
,Soya Oil (Packed),145.75,211,,
,Sunflower Oil (Packed),158.33,211,,
,Palm Oil (Packed),138.47,181,,
,Gur,54.25,130,,
,Tea Loose,272.31,525,,
,Salt Pack (Iodised),21.47,32,,
,Potato,24.05,60,,
,Onion,34.39,77,,
,Tomato,21.43,100,,
