Date 04/01/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.92,65,,
Unit:(Rs./Kg.),Wheat,32.46,57,,
,Atta (Wheat),37.52,71,,
,Gram Dal,93.02,140,,
,Tur/Arhar Dal,155.13,193,,
,Urad Dal,123.52,170,,
,Moong Dal,113.78,150,,
,Masoor Dal,89.03,130,,
,Sugar,44.62,60,,
,Milk @,59.32,85,,
,Groundnut Oil (Packed),194.01,279,,
,Mustard Oil (Packed),169.22,221,,
,Vanaspati (Packed),147.25,209,,
,Soya Oil (Packed),143.39,180,,
,Sunflower Oil (Packed),154.52,209,,
,Palm Oil (Packed),134.76,176,,
,Gur,54.77,130,,
,Tea Loose,269.14,520,,
,Salt Pack (Iodised),22.01,31,,
,Potato,32.95,80,,
,Onion,42.04,90,,
,Tomato,36,100,,
