Date 28/12/2024,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,43.06,65,,
Unit:(Rs./Kg.),Wheat,32.39,54,,
,Atta (Wheat),37.58,71,,
,Gram Dal,93.63,140,,
,Tur/Arhar Dal,156.64,193,,
,Urad Dal,124.31,170,,
,Moong Dal,114.24,150,,
,Masoor Dal,89.33,130,,
,Sugar,44.66,60,,
,Milk @,59.44,85,,
,Groundnut Oil (Packed),193.26,279,,
,Mustard Oil (Packed),169.29,220,,
,Vanaspati (Packed),147.37,209,,
,Soya Oil (Packed),143.83,198,,
,Sunflower Oil (Packed),155.18,209,,
,Palm Oil (Packed),135.42,165,,
,Gur,55,130,,
,Tea Loose,270.17,520,,
,Salt Pack (Iodised),22.13,31,,
,Potato,34.4,90,,
,Onion,44.12,100,,
,Tomato,40.93,100,,
