Date 24/07/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.59,63,,
Unit:(Rs./Kg.),Wheat,31.34,54,,
,Atta (Wheat),36.75,71,,
,Gram Dal,86.15,140,,
,Tur/Arhar Dal,119.74,183,,
,Urad Dal,114.8,170,,
,Moong Dal,110.2,148,,
,Masoor Dal,88.2,130,,
,Sugar,46.01,60,,
,Milk @,59.34,83,,
,Groundnut Oil (Packed),187.74,279,,
,Mustard Oil (Packed),181.89,253,,
,Vanaspati (Packed),155.26,231,,
,Soya Oil (Packed),147.02,198,,
,Sunflower Oil (Packed),159.76,253,,
,Palm Oil (Packed),129.4,177,,
,Gur,56.02,130,,
,Tea Loose,273.46,600,,
,Salt Pack (Iodised),21.59,32,,
,Potato,25.57,60,,
,Onion,28.28,60,,
,Tomato,43.87,120,,
