Date 03/09/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.99,68,,
Unit:(Rs./Kg.),Wheat,31.71,54,,
,Atta (Wheat),36.97,69,,
,Gram Dal,87.29,140,,
,Tur/Arhar Dal,116.21,182,,
,Urad Dal,114.01,157,,
,Moong Dal,110.15,140,,
,Masoor Dal,89.22,133,,
,Sugar,46.31,60,,
,Milk @,59.21,85,,
,Groundnut Oil (Packed),187.87,254,,
,Mustard Oil (Packed),188.47,249,,
,Vanaspati (Packed),156.34,231,,
,Soya Oil (Packed),148.07,198,,
,Sunflower Oil (Packed),162.2,253,,
,Palm Oil (Packed),131.68,190,,
,Gur,56.66,128,,
,Tea Loose,272.6,600,,
,Salt Pack (Iodised),21.36,33,,
,Potato,25.56,52,,
,Onion,28.4,60,,
,Tomato,47.75,120,,
