Date 16/10/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,43.26,64,,
Unit:(Rs./Kg.),Wheat,31.62,55,,
,Atta (Wheat),37.14,71,,
,Gram Dal,87.11,140,,
,Tur/Arhar Dal,115.23,182,,
,Urad Dal,113.85,170,,
,Moong Dal,110.49,150,,
,Masoor Dal,89.44,130,,
,Sugar,46.6,60,,
,Milk @,59.36,85,,
,Groundnut Oil (Packed),188.22,286,,
,Mustard Oil (Packed),187.89,257,,
,Vanaspati (Packed),156.83,244,,
,Soya Oil (Packed),146.52,198,,
,Sunflower Oil (Packed),163.28,231,,
,Palm Oil (Packed),132.86,190,,
,Gur,57.74,140,,
,Tea Loose,272.6,600,,
,Salt Pack (Iodised),21.5,35,,
,Potato,25.38,60,,
,Onion,26.88,62,,
,Tomato,38.65,120,,
