Date 21/01/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,43.01,65,,
Unit:(Rs./Kg.),Wheat,32.73,57,,
,Atta (Wheat),37.7,71,,
,Gram Dal,92.42,140,,
,Tur/Arhar Dal,151.44,187,,
,Urad Dal,123.08,166,,
,Moong Dal,113.45,150,,
,Masoor Dal,89.08,130,,
,Sugar,44.63,60,,
,Milk @,58.72,82,,
,Groundnut Oil (Packed),193.68,279,,
,Mustard Oil (Packed),168.52,236,,
,Vanaspati (Packed),147.54,211,,
,Soya Oil (Packed),143.6,192,,
,Sunflower Oil (Packed),154,209,,
,Palm Oil (Packed),134.8,176,,
,Gur,54.6,130,,
,Tea Loose,271.42,520,,
,Salt Pack (Iodised),21.84,31,,
,Potato,30.13,70,,
,Onion,38.54,87,,
,Tomato,29.22,100,,
