Date 06/01/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,43.33,65,,
Unit:(Rs./Kg.),Wheat,32.78,58,,
,Atta (Wheat),37.81,71,,
,Gram Dal,93.75,140,,
,Tur/Arhar Dal,155.7,193,,
,Urad Dal,124.14,170,,
,Moong Dal,114.32,150,,
,Masoor Dal,89.6,130,,
,Sugar,44.66,60,,
,Milk @,59.36,85,,
,Groundnut Oil (Packed),195.11,290,,
,Mustard Oil (Packed),170.4,221,,
,Vanaspati (Packed),147.91,211,,
,Soya Oil (Packed),144,194,,
,Sunflower Oil (Packed),154.21,209,,
,Palm Oil (Packed),135.2,176,,
,Gur,55.23,130,,
,Tea Loose,270.22,520,,
,Salt Pack (Iodised),21.93,32,,
,Potato,33.32,70,,
,Onion,42.13,87,,
,Tomato,34.97,103,,
