Date 16/03/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.19,66,,
Unit:(Rs./Kg.),Wheat,33.17,51,,
,Atta (Wheat),38.42,66,,
,Gram Dal,87.47,129,,
,Tur/Arhar Dal,132.11,182,,
,Urad Dal,119.51,151,,
,Moong Dal,111.26,145,,
,Masoor Dal,87.48,120,,
,Sugar,45.35,60,,
,Milk @,57.8,80,,
,Groundnut Oil (Packed),189.91,260,,
,Mustard Oil (Packed),169.73,224,,
,Vanaspati (Packed),151.55,209,,
,Soya Oil (Packed),147.34,192,,
,Sunflower Oil (Packed),159.03,211,,
,Palm Oil (Packed),138.82,180,,
,Gur,53.02,130,,
,Tea Loose,264.83,525,,
,Salt Pack (Iodised),21.47,31,,
,Potato,22.8,57,,
,Onion,33.93,77,,
,Tomato,19.43,100,,
