Date 06/04/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,41.95,63,,
Unit:(Rs./Kg.),Wheat,31.88,54,,
,Atta (Wheat),37.85,65,,
,Gram Dal,85.56,110,,
,Tur/Arhar Dal,127.44,175,,
,Urad Dal,118.27,155,,
,Moong Dal,110.88,150,,
,Masoor Dal,86.78,113,,
,Sugar,45.44,60,,
,Milk @,57.91,80,,
,Groundnut Oil (Packed),189.2,242,,
,Mustard Oil (Packed),170.43,227,,
,Vanaspati (Packed),152.11,209,,
,Soya Oil (Packed),147.68,179,,
,Sunflower Oil (Packed),160.14,211,,
,Palm Oil (Packed),138.55,177,,
,Gur,53.41,130,,
,Tea Loose,263.76,520,,
,Salt Pack (Iodised),21.51,31,,
,Potato,22.47,53,,
,Onion,29.66,80,,
,Tomato,19.29,100,,
