Date 07/04/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.9,63,,
Unit:(Rs./Kg.),Wheat,31.7,58,,
,Atta (Wheat),37.43,71,,
,Gram Dal,87.61,140,,
,Tur/Arhar Dal,130.76,183,,
,Urad Dal,119.11,156,,
,Moong Dal,112.13,150,,
,Masoor Dal,88.34,130,,
,Sugar,45.66,60,,
,Milk @,58.48,80,,
,Groundnut Oil (Packed),191.02,279,,
,Mustard Oil (Packed),168.57,234,,
,Vanaspati (Packed),152.96,209,,
,Soya Oil (Packed),146.43,211,,
,Sunflower Oil (Packed),159.55,211,,
,Palm Oil (Packed),138.8,182,,
,Gur,54.2,130,,
,Tea Loose,270.72,520,,
,Salt Pack (Iodised),21.35,31,,
,Potato,23.67,57,,
,Onion,30.87,80,,
,Tomato,20.98,100,,
