,Date 12/05/2026
Rice,43.15
Wheat,30.85
Atta (Wheat),36.73
Gram Dal,85.1
Tur/Arhar Dal,122.45
Urad Dal,118.03
Moong Dal,111.36
Masoor Dal,89.78
Sugar,46.57
Milk @,59.86
Groundnut Oil (Packed),200.9
Mustard Oil (Packed),189.01
Vanaspati (Packed),161.2
Soya Oil (Packed),159.3
Sunflower Oil (Packed),185.56
Palm Oil (Packed),144.31
Gur,57.9
Tea Loose,274.62
Salt Pack (Iodised),21.72
Potato,20.86
Onion,25.36
Tomato,34.85
Bajra (whole),37.77
Jowar (whole),43.96
Maida (wheat),41.86
Ragi (whole),54.86
Suji (whole),46.84
Besan,95.54
Desi Ghee,685.94
Butter (Pasteurised),59.09
Eggs,78.92
Brinjal,40.17
Black Pepper (whole),87.48
Coriander (whole),38.76
Cummin Seed (whole),40.98
Red Chillies (whole),28.66
Turmeric (powder),16.48
Banana,48.04
Ginger,26.64
Garlic,36.88
