,Date 07/05/2026
Rice,43.02
Wheat,30.86
Atta (Wheat),36.68
Gram Dal,84.78
Tur/Arhar Dal,122.16
Urad Dal,117.77
Moong Dal,111.15
Masoor Dal,89.7
Sugar,46.54
Milk @,59.76
Groundnut Oil (Packed),200.49
Mustard Oil (Packed),188.93
Vanaspati (Packed),160.35
Soya Oil (Packed),158.79
Sunflower Oil (Packed),185.63
Palm Oil (Packed),144.1
Gur,57.69
Tea Loose,275.37
Salt Pack (Iodised),21.81
Potato,20.65
Onion,25.07
Tomato,34.66
Bajra (whole),37.62
Jowar (whole),43.77
Maida (wheat),41.78
Ragi (whole),54.74
Suji (whole),46.8
Besan,95.6
Desi Ghee,686.27
Butter (Pasteurised),59.09
Eggs,78.86
Brinjal,40.17
Black Pepper (whole),87.61
Coriander (whole),38.61
Cummin Seed (whole),40.87
Red Chillies (whole),28.71
Turmeric (powder),16.38
Banana,48.08
Ginger,26.1
Garlic,36.73
