Date 03/10/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.96,64,,
Unit:(Rs./Kg.),Wheat,31.81,54,,
,Atta (Wheat),37.12,71,,
,Gram Dal,87,136,,
,Tur/Arhar Dal,115.46,172,,
,Urad Dal,113.81,170,,
,Moong Dal,110.6,150,,
,Masoor Dal,89.45,140,,
,Sugar,46.53,60,,
,Milk @,59.32,83,,
,Groundnut Oil (Packed),188.91,279,,
,Mustard Oil (Packed),187.92,257,,
,Vanaspati (Packed),156.59,264,,
,Soya Oil (Packed),146.93,198,,
,Sunflower Oil (Packed),162.9,231,,
,Palm Oil (Packed),132.75,190,,
,Gur,57.3,140,,
,Tea Loose,271.28,520,,
,Salt Pack (Iodised),21.37,35,,
,Potato,25.23,60,,
,Onion,26.9,60,,
,Tomato,39.04,120,,
