,Date 21/01/2026
Rice,43.2
Wheat,31.82
Atta (Wheat),37.16
Gram Dal,86.01
Tur/Arhar Dal,116.12
Urad Dal,113.96
Moong Dal,110.44
Masoor Dal,89.49
Sugar,46.4
Milk @,59.29
Groundnut Oil (Packed),189.88
Mustard Oil (Packed),186.32
Vanaspati (Packed),156.87
Soya Oil (Packed),147.63
Sunflower Oil (Packed),168.62
Palm Oil (Packed),133.28
Gur,57.15
Tea Loose,271.18
Salt Pack (Iodised),21.5
Potato,23.62
Onion,28.84
Tomato,44.45
Bajra (whole),37.68
Jowar (whole),43.56
Maida (wheat),41.98
Ragi (whole),54.29
Suji (whole),47.24
Besan,96.05
Desi Ghee,677.4
Butter (Pasteurised),58.95
Eggs,84.07
Brinjal,42.15
Black Pepper (whole),86.99
Coriander (whole),37.86
Cummin Seed (whole),41.14
Red Chillies (whole),27.77
Turmeric (powder),16.36
Banana,47.33
Ginger,24.77
Garlic,38.77
