,Date 01/08/2026
Rice,44.79
Broken Rice,32.78
Wheat,31.43
Atta (Wheat),37.26
Gram Dal,86.29
Tur/Arhar Dal,123.4
Urad Dal,121.56
Moong Dal,111.77
Masoor Dal,89.49
Sugar,49.4
Milk @,61.11
Groundnut Oil (Packed),204.43
Mustard Oil (Packed),196.88
Vanaspati (Packed),165.1
Soya Oil (Packed),164.73
Sunflower Oil (Packed),190.0
Palm Oil (Packed),148.56
Gur,59.83
Tea Loose,274.4
Salt Pack (Iodised),21.94
Potato,22.78
Onion,35.47
Tomato,38.47
Bajra (whole),38.77
Jowar (whole),44.77
Maida (wheat),42.09
Ragi (whole),54.76
Suji (whole),46.49
Besan,96.12
Desi Ghee,695.85
Butter (Pasteurised),59.91
Eggs,86.77
Brinjal,43.11
Black Pepper (whole),88.41
Coriander (whole),41.87
Cummin Seed (whole),41.58
Red Chillies (whole),29.84
Turmeric (powder),16.7
Banana,50.68
Ginger,37.34
Garlic,43.33
