,Date 29/06/2026
Rice,43.93
Broken Rice,32.94
Wheat,31.12
Atta (Wheat),36.85
Gram Dal,85.8
Tur/Arhar Dal,122.99
Urad Dal,119.11
Moong Dal,111.53
Masoor Dal,90.24
Sugar,47.05
Milk @,60.85
Groundnut Oil (Packed),205.05
Mustard Oil (Packed),193.63
Vanaspati (Packed),164.2
Soya Oil (Packed),162.88
Sunflower Oil (Packed),188.44
Palm Oil (Packed),147.11
Gur,58.75
Tea Loose,275.21
Salt Pack (Iodised),21.82
Potato,22.21
Onion,29.32
Tomato,43.39
Bajra (whole),38.04
Jowar (whole),44.11
Maida (wheat),42.12
Ragi (whole),54.7
Suji (whole),47.21
Besan,95.68
Desi Ghee,691.23
Butter (Pasteurised),59.48
Eggs,82.4
Brinjal,41.68
Black Pepper (whole),88.1
Coriander (whole),40.85
Cummin Seed (whole),41.13
Red Chillies (whole),29.35
Turmeric (powder),16.59
Banana,49.42
Ginger,31.93
Garlic,40.6
