Date 23/12/2024,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,43.19,63,,
Unit:(Rs./Kg.),Wheat,32.28,58,,
,Atta (Wheat),37.38,70,,
,Gram Dal,93.92,140,,
,Tur/Arhar Dal,157.98,189,,
,Urad Dal,124.01,170,,
,Moong Dal,114.32,150,,
,Masoor Dal,89.55,133,,
,Sugar,44.67,60,,
,Milk @,59.02,85,,
,Groundnut Oil (Packed),194.41,275,,
,Mustard Oil (Packed),168.82,221,,
,Vanaspati (Packed),145.99,209,,
,Soya Oil (Packed),143.41,194,,
,Sunflower Oil (Packed),154.02,209,,
,Palm Oil (Packed),134.29,176,,
,Gur,54.97,130,,
,Tea Loose,271.53,520,,
,Salt Pack (Iodised),22.08,31,,
,Potato,35.69,100,,
,Onion,47.4,100,,
,Tomato,43.64,103,,
