,Date 02/08/2026
Rice,44.77
Broken Rice,31.99
Wheat,31.4
Atta (Wheat),37.35
Gram Dal,84.96
Tur/Arhar Dal,121.89
Urad Dal,121.59
Moong Dal,110.51
Masoor Dal,88.47
Sugar,49.33
Milk @,59.28
Groundnut Oil (Packed),205.78
Mustard Oil (Packed),195.98
Vanaspati (Packed),163.86
Soya Oil (Packed),163.57
Sunflower Oil (Packed),190.18
Palm Oil (Packed),149.74
Gur,58.94
Tea Loose,265.18
Salt Pack (Iodised),22.32
Potato,22.12
Onion,34.64
Tomato,36.76
Bajra (whole),38.09
Jowar (whole),44.31
Maida (wheat),41.3
Ragi (whole),55.78
Suji (whole),44.83
Besan,95.04
Desi Ghee,694.96
Butter (Pasteurised),59.93
Eggs,85.93
Brinjal,41.82
Black Pepper (whole),87.46
Coriander (whole),40.9
Cummin Seed (whole),40.02
Red Chillies (whole),29.41
Turmeric (powder),16.17
Banana,48.57
Ginger,38.46
Garlic,41.91
