Date 12/01/2026,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,43.09,63,,
Unit:(Rs./Kg.),Wheat,31.79,54,,
,Atta (Wheat),37.21,71,,
,Gram Dal,86.12,140,,
,Tur/Arhar Dal,116.06,182,,
,Urad Dal,114.03,155,,
,Moong Dal,110.37,148,,
,Masoor Dal,89.44,141,,
,Sugar,46.34,60,,
,Milk @,59.32,85,,
,Groundnut Oil (Packed),189.78,279,,
,Mustard Oil (Packed),186.06,260,,
,Vanaspati (Packed),156.77,231,,
,Soya Oil (Packed),147.25,196,,
,Sunflower Oil (Packed),167.13,231,,
,Palm Oil (Packed),133.01,183,,
,Gur,57.25,130,,
,Tea Loose,270.98,560,,
,Salt Pack (Iodised),21.52,36,,
,Potato,24.05,55,,
,Onion,29.22,70,,
,Tomato,48.15,120,,
