,Date 04/08/2026
Rice,45.33
Broken Rice,33.3
Wheat,31.45
Atta (Wheat),37.18
Gram Dal,86.51
Tur/Arhar Dal,123.5
Urad Dal,121.52
Moong Dal,111.9
Masoor Dal,90.72
Sugar,49.71
Milk @,60.76
Groundnut Oil (Packed),206.2
Mustard Oil (Packed),196.53
Vanaspati (Packed),165.6
Soya Oil (Packed),163.79
Sunflower Oil (Packed),189.81
Palm Oil (Packed),148.38
Gur,59.85
Tea Loose,274.2
Salt Pack (Iodised),21.97
Potato,22.81
Onion,35.55
Tomato,38.37
Bajra (whole),37.92
Jowar (whole),44.3
Maida (wheat),42.36
Ragi (whole),55.41
Suji (whole),47.29
Besan,95.8
Desi Ghee,694.53
Butter (Pasteurised),60.07
Eggs,86.39
Brinjal,43.73
Black Pepper (whole),88.4
Coriander (whole),41.95
Cummin Seed (whole),40.88
Red Chillies (whole),29.79
Turmeric (powder),16.77
Banana,50.25
Ginger,37.54
Garlic,43.55
