Date 05/07/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.27,63,,
Unit:(Rs./Kg.),Wheat,31.14,55,,
,Atta (Wheat),36.64,68,,
,Gram Dal,85.85,140,,
,Tur/Arhar Dal,119.92,183,,
,Urad Dal,115.32,170,,
,Moong Dal,110.65,145,,
,Masoor Dal,87.69,130,,
,Sugar,45.94,60,,
,Milk @,59.19,82,,
,Groundnut Oil (Packed),185.69,254,,
,Mustard Oil (Packed),174.67,242,,
,Vanaspati (Packed),156.3,231,,
,Soya Oil (Packed),145.9,187,,
,Sunflower Oil (Packed),160.31,231,,
,Palm Oil (Packed),130.92,177,,
,Gur,55.58,133,,
,Tea Loose,268.42,520,,
,Salt Pack (Iodised),21.3,32,,
,Potato,25.66,60,,
,Onion,27.84,75,,
,Tomato,39.41,107,,
