,Date 08/05/2026
Rice,43.08
Wheat,30.9
Atta (Wheat),36.72
Gram Dal,84.98
Tur/Arhar Dal,122.14
Urad Dal,117.88
Moong Dal,111.38
Masoor Dal,89.77
Sugar,46.6
Milk @,59.87
Groundnut Oil (Packed),200.31
Mustard Oil (Packed),189.39
Vanaspati (Packed),160.9
Soya Oil (Packed),158.61
Sunflower Oil (Packed),185.42
Palm Oil (Packed),144.32
Gur,57.86
Tea Loose,274.44
Salt Pack (Iodised),21.76
Potato,20.79
Onion,25.2
Tomato,34.92
Bajra (whole),37.64
Jowar (whole),43.82
Maida (wheat),41.86
Ragi (whole),54.66
Suji (whole),47.02
Besan,95.45
Desi Ghee,686.06
Butter (Pasteurised),59.08
Eggs,78.75
Brinjal,40.36
Black Pepper (whole),87.36
Coriander (whole),38.64
Cummin Seed (whole),41.07
Red Chillies (whole),28.67
Turmeric (powder),16.41
Banana,48.15
Ginger,26.27
Garlic,36.83
