Date 20/07/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,41.62,61,,
Unit:(Rs./Kg.),Wheat,31.33,54,,
,Atta (Wheat),36.84,68,,
,Gram Dal,84.47,113,,
,Tur/Arhar Dal,117.47,160,,
,Urad Dal,114.44,157,,
,Moong Dal,109.28,140,,
,Masoor Dal,87.1,112,,
,Sugar,45.51,60,,
,Milk @,58.67,83,,
,Groundnut Oil (Packed),186.86,254,,
,Mustard Oil (Packed),179.21,242,,
,Vanaspati (Packed),154.1,231,,
,Soya Oil (Packed),147.09,187,,
,Sunflower Oil (Packed),159.69,253,,
,Palm Oil (Packed),130.53,177,,
,Gur,55.01,123,,
,Tea Loose,263.61,520,,
,Salt Pack (Iodised),21.47,32,,
,Potato,25.13,57,,
,Onion,26.92,60,,
,Tomato,40.59,107,,
