,Date 23/04/2026
Rice,42.26
Wheat,31.04
Atta (Wheat),36.6
Gram Dal,84.97
Tur/Arhar Dal,121.98
Urad Dal,117.38
Moong Dal,111.16
Masoor Dal,89.11
Sugar,46.52
Milk @,60.41
Groundnut Oil (Packed),199.04
Mustard Oil (Packed),188.7
Vanaspati (Packed),159.72
Soya Oil (Packed),158.75
Sunflower Oil (Packed),184.57
Palm Oil (Packed),142.25
Gur,57.1
Tea Loose,273.28
Salt Pack (Iodised),21.27
Potato,20.06
Onion,24.92
Tomato,31.23
Bajra (whole),37.06
Jowar (whole),42.9
Maida (wheat),41.35
Ragi (whole),54.91
Suji (whole),46.27
Besan,95.04
Desi Ghee,679.69
Butter (Pasteurised),58.57
Eggs,78.6
Brinjal,39.78
Black Pepper (whole),87.05
Coriander (whole),38.41
Cummin Seed (whole),41.18
Red Chillies (whole),28.95
Turmeric (powder),16.53
Banana,47.86
Ginger,25.34
Garlic,36.83
