,Date 25/07/2026
Rice,44.59
Broken Rice,32.71
Wheat,30.92
Atta (Wheat),36.87
Gram Dal,86.02
Tur/Arhar Dal,123.1
Urad Dal,121.11
Moong Dal,111.66
Masoor Dal,89.18
Sugar,48.81
Milk @,60.85
Groundnut Oil (Packed),204.86
Mustard Oil (Packed),196.18
Vanaspati (Packed),165.4
Soya Oil (Packed),164.37
Sunflower Oil (Packed),189.27
Palm Oil (Packed),148.16
Gur,59.34
Tea Loose,271.53
Salt Pack (Iodised),21.7
Potato,22.82
Onion,34.8
Tomato,39.34
Bajra (whole),38.42
Jowar (whole),44.45
Maida (wheat),41.91
Ragi (whole),54.94
Suji (whole),46.33
Besan,96.1
Desi Ghee,695.59
Butter (Pasteurised),59.87
Eggs,86.9
Brinjal,42.33
Black Pepper (whole),87.81
Coriander (whole),41.42
Cummin Seed (whole),41.01
Red Chillies (whole),29.49
Turmeric (powder),16.56
Banana,49.96
Ginger,36.97
Garlic,42.98
