,Date 05/09/2026
Rice,45.83
Broken Rice,33.3
Wheat,31.7
Atta (Wheat),37.39
Gram Dal,87.5
Tur/Arhar Dal,123.41
Urad Dal,122.41
Moong Dal,111.44
Masoor Dal,89.63
Sugar,61.52
Milk @,61.28
Groundnut Oil (Packed),206.33
Mustard Oil (Packed),200.9
Vanaspati (Packed),167.11
Soya Oil (Packed),165.21
Sunflower Oil (Packed),192.47
Palm Oil (Packed),151.21
Gur,66.97
Tea Loose,272.7
Salt Pack (Iodised),22.0
Potato,22.85
Onion,50.79
Tomato,38.39
Bajra (whole),38.7
Jowar (whole),45.14
Maida (wheat),42.4
Ragi (whole),55.29
Suji (whole),46.56
Besan,96.56
Desi Ghee,699.68
Butter (Pasteurised),60.26
Eggs,83.72
Brinjal,42.65
Black Pepper (whole),88.37
Coriander (whole),43.23
Cummin Seed (whole),41.09
Red Chillies (whole),30.24
Turmeric (powder),16.55
Banana,50.28
Ginger,36.85
Garlic,44.7
