,Date 05/02/2026
Rice,43.33
Wheat,31.89
Atta (Wheat),37.42
Gram Dal,86.29
Tur/Arhar Dal,119.71
Urad Dal,115.87
Moong Dal,111.08
Masoor Dal,89.72
Sugar,46.47
Milk @,59.33
Groundnut Oil (Packed),191.63
Mustard Oil (Packed),186.53
Vanaspati (Packed),157.13
Soya Oil (Packed),148.89
Sunflower Oil (Packed),172.39
Palm Oil (Packed),134.95
Gur,57.48
Tea Loose,273.91
Salt Pack (Iodised),21.53
Potato,23.12
Onion,28.42
Tomato,35.79
Bajra (whole),38.07
Jowar (whole),44.04
Maida (wheat),42.2
Ragi (whole),54.56
Suji (whole),47.36
Besan,96.21
Desi Ghee,679.7
Butter (Pasteurised),59.1
Eggs,83.2
Brinjal,41.02
Black Pepper (whole),86.96
Coriander (whole),37.97
Cummin Seed (whole),41.47
Red Chillies (whole),27.95
Turmeric (powder),16.36
Banana,47.66
Ginger,24.93
Garlic,39.25
