,Date 30/01/2026
Rice,43.08
Wheat,31.8
Atta (Wheat),37.3
Gram Dal,85.94
Tur/Arhar Dal,117.59
Urad Dal,114.57
Moong Dal,110.61
Masoor Dal,89.54
Sugar,46.4
Milk @,59.3
Groundnut Oil (Packed),190.96
Mustard Oil (Packed),186.42
Vanaspati (Packed),156.62
Soya Oil (Packed),148.36
Sunflower Oil (Packed),171.2
Palm Oil (Packed),134.37
Gur,57.15
Tea Loose,272.28
Salt Pack (Iodised),21.55
Potato,23.07
Onion,28.49
Tomato,39.28
Bajra (whole),37.86
Jowar (whole),43.77
Maida (wheat),41.86
Ragi (whole),54.47
Suji (whole),46.94
Besan,95.85
Desi Ghee,676.43
Butter (Pasteurised),58.9
Eggs,83.82
Brinjal,41.32
Black Pepper (whole),87.31
Coriander (whole),37.87
Cummin Seed (whole),41.13
Red Chillies (whole),27.84
Turmeric (powder),16.37
Banana,47.4
Ginger,24.96
Garlic,39.13
