,Date 26/03/2026
Rice,42.91
Wheat,31.14
Atta (Wheat),36.98
Gram Dal,85.25
Tur/Arhar Dal,121.89
Urad Dal,117.63
Moong Dal,111.11
Masoor Dal,89.04
Sugar,46.36
Milk @,59.39
Groundnut Oil (Packed),197.3
Mustard Oil (Packed),187.46
Vanaspati (Packed),157.73
Soya Oil (Packed),154.3
Sunflower Oil (Packed),182.55
Palm Oil (Packed),141.35
Gur,57.34
Tea Loose,269.08
Salt Pack (Iodised),21.36
Potato,20.64
Onion,25.26
Tomato,26.79
Bajra (whole),38.31
Jowar (whole),44.14
Maida (wheat),41.64
Ragi (whole),54.39
Suji (whole),46.26
Besan,95.01
Desi Ghee,684.61
Butter (Pasteurised),59.24
Eggs,77.68
Brinjal,37.91
Black Pepper (whole),87.12
Coriander (whole),37.83
Cummin Seed (whole),40.85
Red Chillies (whole),28.12
Turmeric (powder),16.25
Banana,48.41
Ginger,24.31
Garlic,36.71
