Date 27/11/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,43.15,64,,
Unit:(Rs./Kg.),Wheat,31.72,54,,
,Atta (Wheat),37.1,71,,
,Gram Dal,86.97,140,,
,Tur/Arhar Dal,116.24,182,,
,Urad Dal,113.89,155,,
,Moong Dal,110.56,148,,
,Masoor Dal,89.61,136,,
,Sugar,46.61,60,,
,Milk @,59.27,84,,
,Groundnut Oil (Packed),187.91,280,,
,Mustard Oil (Packed),186.3,249,,
,Vanaspati (Packed),156.78,231,,
,Soya Oil (Packed),147.12,198,,
,Sunflower Oil (Packed),165.17,242,,
,Palm Oil (Packed),133.17,187,,
,Gur,57.23,128,,
,Tea Loose,272.79,600,,
,Salt Pack (Iodised),21.37,35,,
,Potato,27,60,,
,Onion,26.88,60,,
,Tomato,52.78,120,,
