,Date 17/09/2026
Rice,46.5
Broken Rice,34.01
Wheat,31.87
Atta (Wheat),37.48
Gram Dal,88.13
Tur/Arhar Dal,124.24
Urad Dal,122.64
Moong Dal,112.16
Masoor Dal,90.74
Sugar,58.66
Milk @,61.24
Groundnut Oil (Packed),209.08
Mustard Oil (Packed),202.52
Vanaspati (Packed),168.04
Soya Oil (Packed),166.73
Sunflower Oil (Packed),193.48
Palm Oil (Packed),152.65
Gur,66.86
Tea Loose,275.27
Salt Pack (Iodised),22.25
Potato,22.72
Onion,53.78
Tomato,38.77
Bajra (whole),38.51
Jowar (whole),45.09
Maida (wheat),42.62
Ragi (whole),55.99
Suji (whole),47.51
Besan,96.28
Desi Ghee,700.47
Butter (Pasteurised),60.5
Eggs,83.67
Brinjal,43.32
Black Pepper (whole),88.43
Coriander (whole),43.77
Cummin Seed (whole),40.59
Red Chillies (whole),30.42
Turmeric (powder),16.7
Banana,49.62
Ginger,36.06
Garlic,45.06
