,Date 28/08/2026
Rice,46.4
Broken Rice,33.02
Wheat,31.8
Atta (Wheat),37.78
Gram Dal,87.53
Tur/Arhar Dal,123.98
Urad Dal,123.04
Moong Dal,112.18
Masoor Dal,90.37
Sugar,64.1
Milk @,61.64
Groundnut Oil (Packed),206.91
Mustard Oil (Packed),200.82
Vanaspati (Packed),166.36
Soya Oil (Packed),164.45
Sunflower Oil (Packed),191.42
Palm Oil (Packed),148.76
Gur,68.24
Tea Loose,280.41
Salt Pack (Iodised),22.35
Potato,23.01
Onion,48.5
Tomato,38.34
Bajra (whole),39.32
Jowar (whole),45.64
Maida (wheat),42.39
Ragi (whole),55.14
Suji (whole),47.7
Besan,96.3
Desi Ghee,700.96
Butter (Pasteurised),60.47
Eggs,83.98
Brinjal,43.78
Black Pepper (whole),88.92
Coriander (whole),43.05
Cummin Seed (whole),41.76
Red Chillies (whole),30.26
Turmeric (powder),16.69
Banana,50.95
Ginger,36.83
Garlic,44.68
