,Date 06/03/2026
Rice,43.17
Wheat,31.31
Atta (Wheat),37.01
Gram Dal,85.63
Tur/Arhar Dal,121.81
Urad Dal,117.02
Moong Dal,110.53
Masoor Dal,89.5
Sugar,46.33
Milk @,59.1
Groundnut Oil (Packed),195.24
Mustard Oil (Packed),186.36
Vanaspati (Packed),156.12
Soya Oil (Packed),150.83
Sunflower Oil (Packed),175.78
Palm Oil (Packed),136.03
Gur,56.81
Tea Loose,271.63
Salt Pack (Iodised),21.63
Potato,21.29
Onion,26.55
Tomato,28.94
Bajra (whole),37.74
Jowar (whole),43.97
Maida (wheat),41.74
Ragi (whole),54.5
Suji (whole),46.57
Besan,95.62
Desi Ghee,679.93
Butter (Pasteurised),59.01
Eggs,80.34
Brinjal,38.93
Black Pepper (whole),87.01
Coriander (whole),37.68
Cummin Seed (whole),40.53
Red Chillies (whole),28.21
Turmeric (powder),16.29
Banana,47.58
Ginger,24.81
Garlic,38.06
