Date 04/07/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.72,63,,
Unit:(Rs./Kg.),Wheat,31.31,55,,
,Atta (Wheat),36.68,71,,
,Gram Dal,86.19,140,,
,Tur/Arhar Dal,121.61,183,,
,Urad Dal,115.74,173,,
,Moong Dal,110.81,148,,
,Masoor Dal,88.24,130,,
,Sugar,46,62,,
,Milk @,58.97,82,,
,Groundnut Oil (Packed),188.14,279,,
,Mustard Oil (Packed),174.2,242,,
,Vanaspati (Packed),156.01,231,,
,Soya Oil (Packed),146.35,194,,
,Sunflower Oil (Packed),160.06,231,,
,Palm Oil (Packed),130.76,177,,
,Gur,55.74,133,,
,Tea Loose,271.79,600,,
,Salt Pack (Iodised),21.5,32,,
,Potato,25.7,60,,
,Onion,28.16,75,,
,Tomato,39.35,120,,
