Date 25/01/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.75,64,,
Unit:(Rs./Kg.),Wheat,32.87,57,,
,Atta (Wheat),37.89,71,,
,Gram Dal,92.25,140,,
,Tur/Arhar Dal,149.69,187,,
,Urad Dal,123.07,166,,
,Moong Dal,113.58,150,,
,Masoor Dal,89,130,,
,Sugar,44.76,60,,
,Milk @,58.71,80,,
,Groundnut Oil (Packed),192.71,279,,
,Mustard Oil (Packed),169.49,228,,
,Vanaspati (Packed),148.65,209,,
,Soya Oil (Packed),144.17,192,,
,Sunflower Oil (Packed),155.7,209,,
,Palm Oil (Packed),136.93,176,,
,Gur,54.43,130,,
,Tea Loose,269.75,520,,
,Salt Pack (Iodised),21.65,31,,
,Potato,29.04,70,,
,Onion,37.61,80,,
,Tomato,27.59,100,,
