Date 25/12/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.08,63,,
Unit:(Rs./Kg.),Wheat,31.63,54,,
,Atta (Wheat),37.14,68,,
,Gram Dal,84.89,140,,
,Tur/Arhar Dal,113.99,190,,
,Urad Dal,113.2,152,,
,Moong Dal,109.01,140,,
,Masoor Dal,88.71,142,,
,Sugar,46.24,60,,
,Milk @,58.64,85,,
,Groundnut Oil (Packed),188.38,251,,
,Mustard Oil (Packed),186.89,242,,
,Vanaspati (Packed),155.02,230,,
,Soya Oil (Packed),146.85,194,,
,Sunflower Oil (Packed),165.53,209,,
,Palm Oil (Packed),132.85,173,,
,Gur,56.03,137,,
,Tea Loose,263.28,650,,
,Salt Pack (Iodised),21.52,36,,
,Potato,24.22,52,,
,Onion,27.57,60,,
,Tomato,50.02,120,,
