,Date 01/05/2026
Rice,42.55
Wheat,30.65
Atta (Wheat),36.5
Gram Dal,84.22
Tur/Arhar Dal,121.75
Urad Dal,117.12
Moong Dal,110.65
Masoor Dal,89.0
Sugar,46.37
Milk @,60.01
Groundnut Oil (Packed),198.57
Mustard Oil (Packed),188.47
Vanaspati (Packed),157.73
Soya Oil (Packed),158.71
Sunflower Oil (Packed),184.5
Palm Oil (Packed),143.08
Gur,57.31
Tea Loose,274.26
Salt Pack (Iodised),21.56
Potato,20.34
Onion,24.89
Tomato,34.0
Bajra (whole),36.74
Jowar (whole),42.79
Maida (wheat),41.62
Ragi (whole),54.37
Suji (whole),46.23
Besan,94.31
Desi Ghee,681.24
Butter (Pasteurised),58.81
Eggs,78.65
Brinjal,39.45
Black Pepper (whole),87.3
Coriander (whole),38.45
Cummin Seed (whole),41.27
Red Chillies (whole),28.78
Turmeric (powder),16.5
Banana,47.61
Ginger,25.03
Garlic,36.24
