,Date 11/05/2026
Rice,43.04
Wheat,30.84
Atta (Wheat),36.62
Gram Dal,84.77
Tur/Arhar Dal,122.29
Urad Dal,117.94
Moong Dal,111.28
Masoor Dal,89.67
Sugar,46.57
Milk @,59.85
Groundnut Oil (Packed),200.78
Mustard Oil (Packed),189.03
Vanaspati (Packed),160.71
Soya Oil (Packed),158.93
Sunflower Oil (Packed),185.63
Palm Oil (Packed),143.84
Gur,57.68
Tea Loose,274.87
Salt Pack (Iodised),21.81
Potato,20.76
Onion,25.26
Tomato,34.67
Bajra (whole),37.7
Jowar (whole),43.77
Maida (wheat),41.82
Ragi (whole),54.68
Suji (whole),46.84
Besan,95.37
Desi Ghee,684.75
Butter (Pasteurised),59.06
Eggs,78.88
Brinjal,39.88
Black Pepper (whole),87.46
Coriander (whole),38.76
Cummin Seed (whole),41.09
Red Chillies (whole),28.81
Turmeric (powder),16.47
Banana,47.89
Ginger,26.44
Garlic,36.81
